tempo,y_centro,v_centro,erro_l2
5.480000000000000426e-01,-1.501555950185687197e-03,-3.105846736472765712e-02,4.924767844533624279e-07
5.520000000000000462e-01,-1.625668003414007610e-03,-3.099674270278252042e-02,4.950853814590368481e-07
5.560000000000000497e-01,-1.749523365932075013e-03,-3.093012369839896053e-02,4.976009438110205359e-07
5.600000000000000533e-01,-1.873102481150902294e-03,-3.085862087062508918e-02,5.000219425123653101e-07
5.640000000000000568e-01,-1.996385836100565778e-03,-3.078224550965778100e-02,5.023468660236949082e-07
5.680000000000000604e-01,-2.119353964511276871e-03,-3.070100967506001963e-02,5.045742206834708649e-07
5.720000000000000639e-01,-2.241987449887076350e-03,-3.061492619385663624e-02,5.067025311125545061e-07
5.760000000000000675e-01,-2.364266928571673830e-03,-3.052400865850912748e-02,5.087303406352691443e-07
5.799999999999999600e-01,-2.486173092805941259e-03,-3.042827142476942082e-02,5.106562116741173265e-07
5.839999999999999636e-01,-2.607686693776580574e-03,-3.032772960941316001e-02,5.124787261685847339e-07
5.879999999999999671e-01,-2.728788544655486297e-03,-3.022239908785287477e-02,5.141964859622352976e-07
5.919999999999999707e-01,-2.849459523629318657e-03,-3.011229649163111102e-02,5.158081132017200446e-07
5.959999999999999742e-01,-2.969680576918810617e-03,-2.999743920579438228e-02,5.173122507304142722e-07
5.999999999999999778e-01,-3.089432721787334357e-03,-2.987784536614786213e-02,5.187075624807070937e-07
6.039999999999999813e-01,-3.208697049538246273e-03,-2.975353385639190051e-02,5.199927338498367327e-07
6.079999999999999849e-01,-3.327454728500545134e-03,-2.962452430514038101e-02,5.211664720897803188e-07
6.119999999999999885e-01,-3.445687007002366364e-03,-2.949083708282143265e-02,5.222275066737937364e-07
6.159999999999999920e-01,-3.563375216331845369e-03,-2.935249329846105482e-02,5.231745896784056969e-07
6.199999999999999956e-01,-3.680500773684881530e-03,-2.920951479634991202e-02,5.240064961418816581e-07
6.239999999999999991e-01,-3.797045185099336227e-03,-2.906192415259421444e-02,5.247220244318818632e-07
6.280000000000000027e-01,-3.912990048375204755e-03,-2.890974467155071892e-02,5.253199966080991211e-07
6.320000000000000062e-01,-4.028317055980296796e-03,-2.875300038214725559e-02,5.257992587661951585e-07
6.360000000000000098e-01,-4.143007997940971812e-03,-2.859171603408835680e-02,5.261586813989791742e-07
6.400000000000000133e-01,-4.257044764717464458e-03,-2.842591709394748714e-02,5.263971597315012727e-07
6.440000000000000169e-01,-4.370409350063360690e-03,-2.825562974114606898e-02,5.265136140642527446e-07
6.480000000000000204e-01,-4.483083853868754902e-03,-2.808088086381959475e-02,5.265069901155590186e-07
6.520000000000000240e-01,-4.595050484986655699e-03,-2.790169805457216878e-02,5.263762593387203373e-07
6.560000000000000275e-01,-4.706291564042182352e-03,-2.771810960611950300e-02,5.261204192547543572e-07
6.600000000000000311e-01,-4.816789526224111301e-03,-2.753014450682160150e-02,5.257384937710553434e-07
6.640000000000000346e-01,-4.926526924058338176e-03,-2.733783243610552263e-02,5.252295334934617533e-07
6.680000000000000382e-01,-5.035486430162808627e-03,-2.714120375977884664e-02,5.245926160453613948e-07
6.720000000000000417e-01,-5.143650839983486024e-03,-2.694028952523514972e-02,5.238268463569079665e-07
6.760000000000000453e-01,-5.251003074510927557e-03,-2.673512145655174491e-02,5.229313569726904241e-07
6.800000000000000488e-01,-5.357526182977035908e-03,-2.652573194948052229e-02,5.219053083444953069e-07
6.840000000000000524e-01,-5.463203345531563240e-03,-2.631215406633279769e-02,5.207478891123000713e-07
6.880000000000000560e-01,-5.568017875897942476e-03,-2.609442153075857557e-02,5.194583164018045310e-07
6.920000000000000595e-01,-5.671953224008025214e-03,-2.587256872242148231e-02,5.180358360793145056e-07
6.960000000000000631e-01,-5.774992978615315145e-03,-2.564663067157050072e-02,5.164797230361820489e-07
7.000000000000000666e-01,-5.877120869886280630e-03,-2.541664305350856481e-02,5.147892814482342765e-07
7.039999999999999591e-01,-5.978320771969338789e-03,-2.518264218295974272e-02,5.129638450389025625e-07
7.079999999999999627e-01,-6.078576705541104304e-03,-2.494466500833507350e-02,5.110027773300461479e-07
7.119999999999999662e-01,-6.177872840329503949e-03,-2.470274910589854642e-02,5.089054718804269609e-07
7.159999999999999698e-01,-6.276193497613353524e-03,-2.445693267383381234e-02,5.066713525358453286e-07
7.199999999999999734e-01,-6.373523152698006879e-03,-2.420725452621269591e-02,5.042998736622307384e-07
7.239999999999999769e-01,-6.469846437366682385e-03,-2.395375408686644184e-02,5.017905203654463588e-07
7.279999999999999805e-01,-6.565148142307083469e-03,-2.369647138316078108e-02,4.991428087310488084e-07
7.319999999999999840e-01,-6.659413219512928112e-03,-2.343544703967576082e-02,4.963562860163546772e-07
7.359999999999999876e-01,-6.752626784660006529e-03,-2.317072227179114638e-02,4.934305308754761106e-07
7.399999999999999911e-01,-6.844774119456397549e-03,-2.290233887917841882e-02,4.903651535587635045e-07
7.439999999999999947e-01,-6.935840673966463775e-03,-2.263033923920090146e-02,4.871597961019579156e-07
7.479999999999999982e-01,-7.025812068908268183e-03,-2.235476630022249084e-02,4.838141325313542989e-07
7.520000000000000018e-01,-7.114674097924042658e-03,-2.207566357482582814e-02,4.803278690271914114e-07
7.560000000000000053e-01,-7.202412729823351109e-03,-2.179307513294220441e-02,4.767007441117579763e-07
7.600000000000000089e-01,-7.289014110798595902e-03,-2.150704559489248491e-02,4.729325288156092943e-07
7.640000000000000124e-01,-7.374464566612513698e-03,-2.121762012434158864e-02,4.690230268465400987e-07
7.680000000000000160e-01,-7.458750604757318110e-03,-2.092484442116743920e-02,4.649720747329239177e-07
7.720000000000000195e-01,-7.541858916585149168e-03,-2.062876471424525057e-02,4.607795419833933437e-07
7.760000000000000231e-01,-7.623776379409488713e-03,-2.032942775414775874e-02,4.564453312245526082e-07
7.800000000000000266e-01,-7.704490058577216464e-03,-2.002688080576343552e-02,4.519693783355862582e-07
7.840000000000000302e-01,-7.783987209510970229e-03,-1.972117164083345142e-02,4.473516525841047646e-07
7.880000000000000338e-01,-7.862255279721501455e-03,-1.941234853040878228e-02,4.425921567367622612e-07
7.920000000000000373e-01,-7.939281910789693086e-03,-1.910046023722788630e-02,4.376909271783044305e-07
